"n","num_positive","MajorLC","AVG_IMP","AVG_CANPY","TPOP2020","HSgradPct","FamPovPct","Pct_HUocc","ClassBest_Pct","Class_21Pct","Class_22Pct","Class_23Pct","Class_24Pct","Black_Perc","White_Perc","HispOrTwo_Perc","perc_positive"
157,4,"22",41.1,8,8684,74.5,8.3,95.3461975028377,31.44,18.71,31.44,28.01,16.36,10.2602487333026,44.3689543988945,70.0483648088439,2.54777070063694
83,3,"22",47.48,9.44,12485,95.8,4.8,93.0565010211028,32.16,9.29,32.16,30.99,20.53,5.39046856227473,72.7593111734081,17.5810973167801,3.6144578313253
18,2,"22",41.1,8,8684,74.5,8.3,95.3461975028377,31.44,18.71,31.44,28.01,16.36,10.2602487333026,44.3689543988945,70.0483648088439,11.1111111111111
146,4,"22",44.28,7.73,11008,98,1,92.5181462869905,54.72,4.42,54.72,22.99,17.88,1.30813953488372,79.4876453488372,12.7089389534884,2.73972602739726
649,7,"22",26.89,22.67,12168,98.4,1.2,93.3874709976798,50.24,6.1,50.24,16.55,2.23,0.657462195923734,91.20644312952,10.7577251808021,1.07858243451464
679,16,"23",57.95,4.91,16242,90.1,5.5,94.351630867144,54.56,0,20.44,54.56,25,65.1028198497722,14.1916020194557,28.2785371259697,2.35640648011782
818,35,"90",36.67,16.09,14739,87.2,10.9,90.0867609254499,23.26,9.24,22.37,21.07,19.09,42.1670398263111,31.5625212022525,33.5436596784042,4.27872860635697
143,4,"22",37.23,10.24,13820,95.6,4.8,96.5412186379928,75.62,2.78,75.62,17.24,4.36,2.53256150506512,80.0868306801737,20.2749638205499,2.7972027972028
936,133,"23",56.55,3.69,27452,87.1,6.2,95.2413127413127,71.72,0,16.02,71.72,12.26,30.4713682063238,37.9498761474574,40.5799213172082,14.2094017094017
159,6,"23",49.36,3.14,15843,81,6.6,95.6987262322319,48.55,1.84,43.41,48.55,6.01,6.10995392286814,40.2322792400429,46.4495360727135,3.77358490566038
160,3,"22",35.49,5.6,10695,89.2,4.1,97.0333181195801,58.64,13.52,58.64,23.69,1.58,3.70266479663394,67.6390836839645,21.1126694717158,1.875
282,14,"90",30.73,17.07,8966,83.6,11.2,95.8049577771724,42.89,3.38,9.55,32.24,7.56,1.73990631273701,64.0419362034352,41.467767120232,4.9645390070922
41,2,"24",75.35,0.83,24686,87.5,6.6,96.6406961448953,58.42,0.8,3.19,37.59,58.42,1.28817953495909,74.3700883091631,27.6350968160091,4.8780487804878
235,9,"90",20.9,33.77,10269,92.2,5.2,96.846057571965,48.16,9.87,13.86,15.35,7.88,1.76258642516311,74.9440062323498,23.0304800856948,3.82978723404255
88,6,"23",47.44,5.93,24210,87.9,9.4,95.6884098233137,56.05,3.87,30.01,56.05,8.71,8.17430813713342,46.9516728624535,19.4010739363899,6.81818181818182
553,16,"22",35.3,7.48,15722,91.5,4.6,96.1021728313153,71.06,4.04,71.06,22.54,0.59,1.9463172624348,72.4144510876479,16.1747869227834,2.89330922242315
648,8,"22",45.53,2.31,4041,96.8,2.6,91.7641077783426,31.76,20.69,31.76,27.06,19.9,0.643405097748082,69.0670626082653,7.22593417470923,1.23456790123457
138,2,"23",48.69,3.68,5629,95.1,2.4,96.1761858664085,35.23,10.58,31.94,35.23,20.36,1.29685556937289,73.4233434002487,15.4556759637591,1.44927536231884
203,3,"22",34.37,8.9,13443,81.2,5.5,95.9625390218522,65.03,4.41,65.03,25.37,0.98,2.41017629993305,52.9271739939002,57.6582608048799,1.47783251231527
96,2,"22",21.72,12.68,5852,88.3,5,92.9968701095462,36.45,16.95,36.45,13.89,0.79,1.0082023239918,73.8038277511962,33.4415584415584,2.08333333333333
350,28,"22",25.36,19.45,11101,93.1,11.1,94.0543071161049,55,7.1,55,16,1.5,2.36014773443834,57.4182506080533,19.0253130348617,8
471,34,"22",30.85,14.18,11754,97.8,1.5,95.5825131609064,78.18,7.37,78.18,14.06,0.39,0.348817423855709,79.7430661902331,9.4265781861494,7.21868365180467
177,2,"23",60.22,2.36,26151,90.4,7.1,95.2830188679245,61.68,5.79,10.04,61.68,22.39,9.26542006041834,47.1683683224351,18.1484455661351,1.12994350282486
84,2,"22",39.38,7.59,11877,77.1,9.7,96.1575408261287,40.78,11.61,40.78,38.83,8.78,2.92161320198703,48.8928180516966,62.8525721983666,2.38095238095238
169,7,"22",36.98,7.86,12881,80.6,6,95.369978858351,60.26,11.4,60.26,25.67,2.68,3.77299899076159,53.0238335532956,57.7750174675879,4.14201183431953
116,3,"22",19.82,10.98,521,92.3,4.8,94.6666666666667,31.59,14.22,31.59,15.1,1.48,0.191938579654511,87.7159309021113,16.8905950095969,2.58620689655172
78,6,"22",42.28,7.97,14652,77.5,9.2,94.3471640654739,54.07,6.1,54.07,36.24,3.49,6.66803166803167,45.3316953316953,66.8509418509419,7.69230769230769
127,5,"22",30.92,5.51,6055,98.2,1.6,95.7776820336062,46.06,33.63,46.06,16.86,3.45,0.297274979355904,89.9091659785301,12.0066061106524,3.93700787401575
69,4,"22",30.58,19.36,12985,97.4,4.1,94.382243174229,87.11,6.78,87.11,6.01,0.1,2.71082017712745,85.6988833269157,10.6507508663843,5.79710144927536
44,3,"22",38.74,9.12,11488,95.8,1.8,97.1534367044666,73.16,4.07,73.16,21.41,1.36,1.56685236768802,80.1619080779944,16.1646935933148,6.81818181818182
173,8,"22",39.64,14.13,13917,95.9,3.2,93.3708082961814,66.07,3.56,66.07,16.32,12.66,2.71610260832076,79.6507868075016,12.7685564417619,4.6242774566474
348,8,"22",33.2,22.58,10782,87.2,4.2,96.4589560818579,33.4,12.45,33.4,21.81,11,1.69727323316639,69.3377851975515,38.5920979410128,2.29885057471264
45,24,"23",56.92,7.3,31713,90,6.3,87.6149269875608,36.6,0.29,31.31,36.6,31.4,16.2677766215747,54.2521994134897,21.0828366915776,53.3333333333333
56,2,"21",37.92,8.86,6544,93.2,1,95.5146036161335,34.56,34.56,23.36,28.47,13.61,1.69621026894866,76.8643031784841,18.0776283618582,3.57142857142857
28,8,"23",62.13,4.81,37306,86.4,9.1,93.2763723683476,51.62,0.88,17.57,51.62,29.93,22.5700959631159,52.1042191604568,25.7786951160671,28.5714285714286
110,97,"23",44.08,7.02,30375,87.1,9.5,94.9671024523626,52.34,2.83,33.72,52.34,8.19,21.2082304526749,47.8255144032922,27.9769547325103,88.1818181818182
142,6,"22",12.02,5.75,1046,94.2,3.8,95.9375,24.61,7.34,24.61,10.33,1.06,0.764818355640535,89.6749521988528,13.7667304015296,4.22535211267606
197,7,"22",37.22,12.3,7452,94.9,4.4,95.8039610607587,66.41,1.74,66.41,25.19,6.66,0.657541599570585,91.1030595813205,11.1379495437466,3.55329949238579
150,3,"22",24,7.14,4924,94.6,0.1,98.4866123399301,35.33,7.43,35.33,19.79,0.97,3.29000812347685,83.570268074736,13.2006498781478,2
71,2,"22",36.08,13.44,9311,97.3,1.9,95.5918367346939,51.35,19.98,51.35,16.6,12.07,0.8162388572656,87.8315970357641,12.6624422725808,2.8169014084507
129,7,"22",27.04,14.61,9349,97.9,0.9,91.2291537986411,84.28,10.32,84.28,5.3,0.1,1.14450743395016,80.2117873569366,12.8249010589368,5.42635658914729
72,2,"22",41.22,5.34,3006,95.5,6.1,95.0299914310197,47.28,12.35,47.28,28.21,10.7,1.79640718562874,57.9840319361277,11.87624750499,2.77777777777778
55,3,"23",55.57,5.75,10146,98.1,2.1,89.1190351337179,36.78,7.34,27.32,36.78,27.12,2.71042775478021,79.9329785137,15.5824955647546,5.45454545454545
134,18,"22",37.07,8.89,14320,94.3,9,95.1140592137195,75.49,2.04,75.49,19.65,2.14,4.00837988826816,72.7583798882682,17.6815642458101,13.4328358208955
335,6,"22",37.82,14.41,14150,98,5.3,96.1538461538462,38.23,15.86,38.23,35.76,4.53,4.81978798586572,74.0777385159011,13.8727915194346,1.7910447761194
238,25,"23",48.74,5.19,21761,75.6,36,76.2289562289562,67.09,0.1,20.91,67.09,11.91,78.1351959928312,2.66991406644915,24.3646891227425,10.5042016806723
162,20,"23",71.16,1.85,62082,96.2,2.8,93.608630467375,58.98,0,0.48,58.98,40.54,2.44354241164911,79.385329080893,19.108598305467,12.3456790123457
192,20,"23",62.73,3.2,51221,81.4,8.8,92.3768192179555,62.26,0.58,6.37,62.26,29.05,4.55867710509361,45.1299271783058,61.578258917241,10.4166666666667
124,11,"24",76.04,1.44,64102,93.6,7.3,93.2453369882605,57.72,0.1,0.19,41.89,57.72,5.92805216685907,68.0212785872516,31.4670369099248,8.87096774193548
153,30,"23",53.34,3.92,22579,93.2,4.6,95.8537082314588,65.97,1.88,23.41,65.97,8.73,0.876921032818105,82.2977102617476,20.9752424819523,19.6078431372549
369,14,"22",50.35,3.35,33820,87.9,4.9,95.4886032021453,37.92,5.39,37.92,35.43,21.26,2.34476641040804,57.2176227084565,52.602010644589,3.7940379403794
203,14,"23",72.31,3.07,60867,67.2,14.5,93.6449243208598,67.75,0,0.2,67.75,32.06,3.62429559531437,23.1931917130793,102.840619711831,6.89655172413793
273,10,"24",77.78,1.26,43859,95.4,4.2,92.5568601691436,72.73,0.48,1.64,24.37,72.73,7.98695820698146,67.1925944503979,26.7242755192777,3.66300366300366
228,22,"23",57.19,4.18,46386,79.8,23.9,90.2472080667896,75.61,0,8.72,75.61,15.48,74.0999439486052,5.27098693571336,27.8101151209417,9.64912280701754
274,15,"23",59.92,1.06,25248,79.3,10.8,97.2175782182947,83.15,1.28,2.56,83.15,12.22,14.199144486692,33.4878010139417,78.0893536121673,5.47445255474453
106,9,"23",52.25,1.68,26718,89.8,4.1,95.215941011236,74.52,0.1,19.79,74.52,5.6,1.9350250767273,75.6830601092896,18.2124410509769,8.49056603773585
289,47,"23",59.07,3.34,25185,89,8.1,96.0695686351577,77.18,5.81,4.6,77.18,12.41,1.01250744490768,73.4087750645225,27.532261266627,16.2629757785467
381,20,"22",37.54,4.05,15227,89.7,5.7,95.3651685393258,46.26,12.15,46.26,36.05,5.54,0.998226833913443,73.0084717935247,17.9483811650358,5.249343832021
38,7,"24",64.98,2.83,13118,89.7,7.4,92.028880866426,43.3,2.89,12.34,38.67,43.3,3.35416984296387,67.1672511053514,23.0980332367739,18.4210526315789
345,6,"22",14.96,23.17,2879,98.8,2.1,93.0194805194805,46.31,22.82,46.31,1.55,0.1,0.729419937478291,87.8082667592914,15.3178186870441,1.73913043478261
32,2,"0",25.1,7.81,9729,84,10.8,94.3516699410609,19.01,7.52,13.66,17.92,8.42,9.6001644567787,45.8937198067633,39.377119950663,6.25
62,6,"22",34.93,20.5,18631,65.5,12.1,95.6514657980456,45.77,16.42,45.77,26.04,5.34,6.15103859159465,28.2593526917503,90.4943373946648,9.67741935483871
204,18,"23",65.83,0.95,14217,82.2,12.7,95.7482361678426,45.53,5.77,10.54,45.53,38.17,1.33642821973693,61.5741717661954,48.8499683477527,8.82352941176471
187,6,"90",34.65,21.69,8449,86.1,9.4,95.697451356536,48.35,3.79,3.59,10.1,27.67,1.75168659012901,72.6239791691324,29.281571783643,3.20855614973262
287,80,"22",38.26,12.06,21394,93.7,6.5,92.5755363360665,53,7.1,53,27.2,8.7,16.2008039637281,62.4707862017388,20.0803963728148,27.8745644599303
31,3,"22",37.9,12.21,20342,96.2,3.2,88.1936953134364,47.16,4.19,47.16,32.9,8.08,8.68646150820962,61.031363681054,15.4458755284633,9.67741935483871
198,4,"24",79.1,0.22,26991,69,20.1,89.9977370445802,81.08,0,0.58,12.74,81.08,17.2205549998148,20.0992923567115,70.0418658071209,2.02020202020202
18,3,"23",60.22,3.52,33298,91,6.7,94.3838091796169,85.58,1.07,3.51,85.58,9.84,1.79290047450297,64.6255030332152,39.3747372214547,16.6666666666667
264,8,"23",56.75,6.93,17603,89.8,7,95.7833133253301,47.25,2.1,10.49,47.25,30.87,2.44276543770948,60.2113276146111,19.9000170425496,3.03030303030303
215,4,"23",66.31,3.26,68608,77.9,12.2,91.943962714069,57.82,0,6.08,57.82,35.91,14.149953358209,52.4720149253731,26.3875932835821,1.86046511627907
133,9,"22",28.78,8.54,13057,95,2.5,95.9334565619224,57.77,26.99,57.77,12.43,0.78,0.689285440759746,77.927548441449,12.2845982997626,6.76691729323308
103,14,"23",66.15,2.52,31935,85,5.9,94.9323549644577,70.72,0,4.44,70.72,24.83,7.37435415688116,53.493032722718,56.157820573039,13.5922330097087
192,26,"22",43.49,5.69,21290,96.6,2.2,95.7803883960681,66.54,0.39,66.54,26.22,6.75,0.380460310004697,87.6937529356505,14.2179426961015,13.5416666666667
32,28,"23",64.99,1.84,21893,65.1,15.8,94.9825873855282,46.31,0.2,17.24,46.31,35.96,8.76992646051249,29.9958890969716,86.3700726259535,87.5
91,3,"0",15.19,5.8,3492,93,1.4,95.1497860199715,32.04,18.16,29.71,5.05,1.36,1.00229095074456,83.3046964490264,21.3631156930126,3.2967032967033
53,2,"22",26.79,15.35,9922,94.1,4.6,96.8628467721027,59.76,8.48,59.76,11.34,1.08,2.25760935295303,75.6903850030236,27.9177585164281,3.77358490566038
96,8,"23",34.81,15.26,15992,82.8,11.9,94.9418523189015,27.6,12.73,20.12,27.6,14.77,4.01450725362681,59.0545272636318,18.9032016008004,8.33333333333333
45,3,"21",29.98,4.23,11723,96.3,2.5,97.3684210526316,36.39,36.39,36,25.87,1.64,1.38189883135716,67.3633029088117,13.0597969802951,6.66666666666667
243,2,"22",28.35,18.43,8279,96.9,1.3,97.0458404074703,64.69,21.05,64.69,8.73,0.1,1.18371784031888,71.9893706969441,9.67508153158594,0.823045267489712
84,2,"22",45.07,9.33,10639,92.7,4.4,95.4635981411817,47.73,7.59,47.73,25.44,19.23,3.93834006955541,74.5652786916064,20.0958736723376,2.38095238095238
262,79,"22",50.35,3.35,33820,87.9,4.9,95.4886032021453,37.92,5.39,37.92,35.43,21.26,2.34476641040804,57.2176227084565,52.602010644589,30.1526717557252
70,2,"0",20.71,3.06,40978,93.8,3,90.6849315068493,33.79,2.06,6.19,26.23,7.96,3.67026209185417,80.9727170676949,12.3627312216311,2.85714285714286
127,62,"22",50.35,3.35,33820,87.9,4.9,95.4886032021453,37.92,5.39,37.92,35.43,21.26,2.34476641040804,57.2176227084565,52.602010644589,48.8188976377953
121,10,"23",52.25,1.68,26718,89.8,4.1,95.215941011236,74.52,0.1,19.79,74.52,5.6,1.9350250767273,75.6830601092896,18.2124410509769,8.26446280991736
47,2,"24",52.27,4.77,7829,83.2,2.4,95.5587914088096,30.25,0.99,10.44,25.62,30.25,1.78822327244859,45.3825520500703,80.1634946991953,4.25531914893617
53,2,"24",61.78,1.34,12491,69.8,10,95.6030459346598,46.04,0.68,13.42,39,46.04,6.70082459370747,24.8258746297334,103.706668801537,3.77358490566038
260,19,"22",37.11,9.93,14307,93.7,1.9,94.5524691358025,79.38,2.23,79.38,13.75,4.65,1.34899000489271,81.6104005032502,17.341161669113,7.30769230769231
277,23,"22",42.78,4.88,14200,90.6,10.4,96.259842519685,44.12,5.49,44.12,37.48,9.63,2.65492957746479,52.1971830985916,17.7183098591549,8.30324909747292
51,2,"23",55.44,3.15,13301,94.6,2.9,96.9822240595287,55.56,3.4,23.92,55.56,17.12,1.57131042778738,58.5820614991354,20.8630930005263,3.92156862745098
303,13,"22",34.36,13.94,18674,98.6,1.3,94.1862059509118,72.38,3.69,72.38,20.24,3.59,2.12595051943879,81.8196422833887,12.3112348720146,4.29042904290429
99,8,"22",34.77,12.87,8818,93.1,2.1,96.5001335826877,78.86,2.46,78.86,15.34,0.59,3.68564300294851,76.2757995010206,29.2129734633704,8.08080808080808
17,4,"22",45.54,8.47,12398,94.3,1.9,96.1996851810209,48.4,0.29,48.4,48.21,3.1,2.5165349249879,82.8198096467172,20.3177931924504,23.5294117647059
52,3,"22",37.15,7.96,12409,97.3,1.9,93.9259259259259,58.67,8.97,58.67,31.77,0.58,3.8198082037231,68.1924409702635,12.5312273349988,5.76923076923077
71,8,"90",23.3,27.84,9152,93.3,6.8,96.011315417256,52.25,5.39,10.29,11.19,13.49,7.8125,63.3304195804196,34.6372377622378,11.2676056338028
33,4,"22",23.74,8.87,5007,97,2.8,97.6949485041687,45.27,17.76,45.27,21.76,2.44,2.75614140203715,72.0391451967246,19.8322348711803,12.1212121212121
49,3,"22",29.75,6.13,8445,94.1,1.9,98.0265186555658,42.09,25.57,42.09,22.39,0.9,1.04203670811131,69.449378330373,11.9478981645944,6.12244897959184
60,3,"22",25.11,15.06,8005,95.7,2.6,91.3592233009709,66.05,28.81,66.05,4.85,0.29,6.34603372891943,73.0793254216115,15.6402248594628,5
58,12,"21",15.52,27.59,3893,95.2,0.7,97.4176888315042,39.98,39.98,33.27,4.64,0.99,3.69894682763935,83.7143591060879,12.7921911122528,20.6896551724138
161,2,"23",59.98,4.15,37837,83.5,10.5,93.6990058279054,71.54,0,7.31,71.54,21.15,22.1952057509845,38.0051272563893,54.8325712926501,1.24223602484472
200,34,"23",54.65,2.92,55007,84,14.2,93.5628601114574,53.3,4.1,16.1,53.3,22.3,21.1918483102151,38.6805315687094,33.2812187539768,17
322,24,"22",43.15,8.54,18473,88.1,6.4,96.2523719165085,48.37,0,48.37,44.21,7.42,15.2222162074379,51.8324040491528,20.3215503708115,7.45341614906832
31,3,"22",22.74,20.09,4202,86.1,5.2,95.4233409610984,34.6,17.99,34.6,16.62,1.76,0.523560209424084,70.7996192289386,38.8624464540695,9.67741935483871
69,14,"22",49.21,2.54,11385,93.5,5.4,96.2809171330565,43.15,4.57,43.15,34.89,17.2,2.61747913921827,76.1967501097936,18.375054896794,20.2898550724638
3,2,"22",27.85,19.32,2666,90.4,15.3,92.3076923076923,44.97,29.81,44.97,12.51,6.45,3.82595648912228,71.2678169542386,17.3293323330833,66.6666666666667
35,2,"23",56.19,2.47,16398,81.3,6.8,95.6890459363958,72.79,0.1,15.42,72.79,11.69,1.86608122941822,46.2678375411636,74.6554457860715,5.71428571428571
33,3,"24",74.96,1.11,20516,77.3,9.2,94.0967189353011,58.78,0.29,4.05,36.68,58.78,5.16669916162995,44.7699356599727,77.6077208032755,9.09090909090909
26,3,"23",63.95,1.04,4330,97.2,6,96.1457233368532,50.68,1.54,8.3,50.68,39.48,4.82678983833718,76.0046189376443,17.9676674364896,11.5384615384615
7,2,"24",72.09,1.36,5273,85.4,7.6,96.3325183374083,54.17,0.68,9.42,35.73,54.17,1.36544661483027,63.7967001706808,41.8736961881282,28.5714285714286
3,2,"23",62.73,3.09,27186,86.2,4.3,96.2558962264151,77.05,2.73,2.93,77.05,16.99,1.19914661958361,56.8270433311263,67.332450526006,66.6666666666667
12,3,"23",54.21,1.41,21503,88.8,5.5,96.5480043149946,75.51,2.31,14.08,75.51,6.46,0.837092498721109,77.7333395340185,23.8199321024973,25
